temperature,humidity,sound_volume,anomaly
45.74716611952142,56.74191543007144,101.35556745119379,1
49.117045097755025,46.04782882878632,80.61920996805814,0
45.20775548906755,54.137991715657385,71.48203755859706,0
56.501003240154176,35.71425697160261,88.95142046768063,0
37.08919276164805,53.05303661772397,72.3213556121073,0
46.73098303146024,46.815803924795965,71.60820721705457,0
66.04743240206085,42.381430487196354,65.47138406513042,0
53.42167038076905,49.519054419893585,57.55421826433387,0
54.971868934624645,60.47008316609483,72.41013737179581,0
57.38874110256905,40.65551968470113,84.01076258604326,0
50.3785117024205,46.1727081991828,68.34139789993259,0
51.8056739143938,55.594514490304185,78.12660146200581,0
54.11797154792224,47.82046494721519,82.18905074136755,0
56.19670967028851,50.32384857747804,88.89831531195887,0
42.880950830551754,44.44263590966314,102.44148637587392,0
49.064148781016705,30.41573894541055,77.41126705053055,1
46.932701490673615,52.03989756888747,96.09712102242813,0
80.04019068397508,43.1258432466667,62.078909430258996,1
48.60693616106181,48.48449613146641,88.44810664915573,0
41.07511474874497,52.58126133699817,99.84065250554778,0
52.05445908106511,54.623273470925604,84.87114799808444,0
50.76265218278663,46.935169811425446,69.27349553261412,0
50.22208750101324,60.67789590307341,81.85680026419556,0
58.908479041206206,59.13992916469684,88.08224960425316,0
57.50013529613153,43.428234948325255,74.46374277362325,0
52.910726085110014,49.58967437391297,78.17896327887668,0
60.854754619638044,56.157020636099425,70.50020386262459,0
47.820347582188035,58.1767118378069,82.41438860946,0
40.34532064849577,45.66347979984736,82.76664882828972,0
59.59986150673585,52.22086407418455,74.01179512835131,0
50.193981565963355,49.274111918469536,87.0191522685981,0
47.757202962794814,40.29175897282631,86.92873795283066,0
44.07680716441803,40.841787717111195,79.53123635618321,0
46.96599756415643,42.392883194800156,69.2614150659382,0
40.64075847304021,51.086165983579036,67.77012844214299,0
51.464205194714324,50.06518483940059,92.62322675799027,0
40.02975088775661,59.675492916644,74.54436501912379,0
46.125662030815654,49.278238695233426,82.41973667544194,0
50.5235905077494,58.01254497004577,73.6488015941582,0
46.46066116571291,40.930210018090165,62.91468437242,0
57.36685448708015,57.646193303885376,71.58452323381842,0
56.79980285382712,49.350355829528304,74.06120404302058,0
50.53782076599237,18.810864904626293,74.9836896018581,1
46.95499457426126,52.373120566122545,77.76644735514613,0
53.8709607865906,65.98251713551609,72.04644227140784,0
51.86701414222317,41.168463760234864,76.42708005427403,0
50.0629258586429,50.202336421045565,89.38867265888446,0
54.48771926924408,57.09821933738881,78.46240794046625,0
